Exercise ID,Movement Duration,Repetition,Pause,Description FR,Description EN,Description DE,Description ES,Description IT,Description PT,Category FR,Category Sub Level 1 FR,Category Sub Level 2 FR,Category Sub Level 3 FR,Category EN,Category Sub Level 1 EN,Category Sub Level 2 EN,Category Sub Level 3 EN,Category DE,Category Sub Level 1 DE,Category Sub Level 2 DE,Category Sub Level 3 DE,Category ES,Category Sub Level 1 ES,Category Sub Level 2 ES,Category Sub Level 3 ES,Category IT,Category Sub Level 1 IT,Category Sub Level 2 IT,Category Sub Level 3 IT,Category PT,Category Sub Level 1 PT,Category Sub Level 2 PT,Category Sub Level 3 PT
391,12,4,10,"Souriez doucement, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais. Accompagnez le mouvement avec votre doigt.","Smile gently, with a SMALL movement, while subtly pressing your tongue against your palate. Accompany the movement with your finger.","Lächeln Sie sanft, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken. Begleiten Sie die Bewegung mit Ihrem Finger.","Sonría suavemente, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar. Acompañe el movimiento con su dedo.","Sorrida delicatamente, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato. Accompagni il movimento con il dito.","Sorria suavemente, com um leve movimento, pressionando sutilmente a língua contra o céu da boca. Acompanhe o movimento com o dedo.",Péri-opératoire,Greffe 12e nerf,Tiers médian,Actif assisté,Perioperative.,12th nerve graft,Median Third,Active-assisted,Perioperativ,12. Nerventransplantation,Mitteltier,Unterstützende Vermögenswerte,Perioperatorio,Implante del 12º nervio,Tercer cuartil,Activo asistido,Perioperatorio,Impianto del 12° nervo,Terza mediana,Attivo assistito,Perioperatório,Transplante do 12º nervo,Terceiro médio,Ativo assistido
392,12,4,10,"Faites un bec, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais.","Pucker your lips, with a SMALL movement, while subtly pressing your tongue against your palate.","Machen Sie einen Kussmund, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken.","Haga un pico, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar.","Faccia un becco, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato.","Dê um beijo com um MOVIMENTO SUAVE, pressionando sutilmente a língua contra o céu da boca.",Péri-opératoire,Greffe 12e nerf,Tiers médian,Actif,Perioperative.,12th nerve graft,Median Third,Active,Perioperativ,12. Nerventransplantation,Mitteltier,Aktiv,Perioperatorio,Implante del 12º nervio,Tercer cuartil,Activo,Perioperatorio,Impianto del 12° nervo,Terza mediana,Attivo,Perioperatório,Transplante do 12º nervo,Terceiro médio,Ativo
392,12,4,10,"Faites un bec, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais. Accompagnez le mouvement avec votre doigt.","Pucker your lips, with a SMALL movement, while subtly pressing your tongue against your palate. Accompany the movement with your finger.","Machen Sie einen Kussmund, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken. Begleiten Sie die Bewegung mit Ihrem Finger.","Haga un pico, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar. Acompañe el movimiento con su dedo.","Faccia un becco, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato. Accompagni il movimento con il dito.","Faça um biquinho, com um PEQUENO movimento, pressionando sutilmente a língua contra o céu da boca. Acompanhe o movimento com o seu dedo.",Péri-opératoire,Greffe 12e nerf,Tiers médian,Actif assisté,Perioperative.,12th nerve graft,Median Third,Active-assisted,Perioperativ,12. Nerventransplantation,Mitteltier,Unterstützende Vermögenswerte,Perioperatorio,Implante del 12º nervio,Tercer cuartil,Activo asistido,Perioperatorio,Impianto del 12° nervo,Terza mediana,Attivo assistito,Perioperatório,Transplante do 12º nervo,Terceiro médio,Ativo assistido
393,12,4,10,"Faites une moue de dégout en étirant doucement les coins de la bouche vers le bas, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais.","Make a disgusted pout by gently stretching the corners of your mouth downward, with a SMALL movement, while subtly pressing your tongue against your palate.","Machen Sie ein angewidertes Gesicht, indem Sie die Mundwinkel sanft nach unten ziehen, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken.","Haga una mueca de desagrado estirando suavemente las comisuras de la boca hacia abajo, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar.","Faccia una smorfia di disgusto allungando delicatamente gli angoli della bocca verso il basso, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato.","Faça uma careta de nojo, esticando suavemente os cantos da boca para baixo com um PEQUENO movimento, pressionando sutilmente a língua contra o céu da boca.",Péri-opératoire,Greffe 12e nerf,Tiers inférieur,Actif,Perioperative.,12th nerve graft,Inferior Third,Active,Perioperativ,12. Nerventransplantation,Untere Ebene,Aktiv,Perioperatorio,Implante del 12º nervio,Tercer piso inferior.,Activo,Perioperatorio,Impianto del 12° nervo,Terzo inferiore,Attivo,Perioperatório,Transplante do 12º nervo,Terço inferior,Ativo
393,12,4,10,"Faites une moue de dégout en étirant doucement les coins de la bouche vers le bas, avec un PETIT mouvement, en appuyant subtilement la langue contre votre palais. Accompagnez le mouvement avec votre doigt.","Make a disgusted pout by gently pulling the corners of your mouth downward with a SMALL movement, while subtly pressing your tongue against your palate. Accompany the movement with your finger.","Machen Sie ein angewidertes Gesicht, indem Sie die Mundwinkel sanft nach unten ziehen, mit einer KLEINEN Bewegung, während Sie Ihre Zunge subtil gegen Ihren Gaumen drücken. Begleiten Sie die Bewegung mit Ihrem Finger.","Haga una mueca de desagrado estirando suavemente las comisuras de la boca hacia abajo, con un PEQUEÑO movimiento, presionando sutilmente la lengua contra su paladar. Acompañe el movimiento con su dedo.","Faccia una smorfia di disgusto allungando delicatamente gli angoli della bocca verso il basso, con un PICCOLO movimento, premendo sottilmente la lingua contro il palato. Accompagni il movimento con il dito.","Faça uma careta de nojo esticando suavemente os cantos da boca para baixo, com um PEQUENO movimento, pressionando sutilmente a língua contra o céu da boca. Acompanhe o movimento com o dedo.",Péri-opératoire,Greffe 12e nerf,Tiers inférieur,Actif assisté,Perioperative.,12th nerve graft,Inferior Third,Active-assisted,Perioperativ,12. Nerventransplantation,Untere Ebene,Unterstützende Vermögenswerte,Perioperatorio,Implante del 12º nervio,Tercer piso inferior.,Activo asistido,Perioperatorio,Impianto del 12° nervo,Terzo inferiore,Attivo assistito,Perioperatório,Transplante do 12º nervo,Terço inferior,Ativo assistido
394,12,4,10,"Prononcez doucement le son ’’CHH"" en sentant les lèvres s’arrondir de façon équilibrée",Gently pronounce the sound ’CHH’ while feeling your lips round evenly.,"Sprechen Sie sanft den Laut ""CHH"" aus und spüren Sie, wie sich die Lippen gleichmäßig runden.","Pronuncie suavemente el sonido ""CHH"" sintiendo que los labios se redondean de manera equilibrada.","Pronunci dolcemente il suono ""CHH"" sentendo le labbra arrotondarsi in modo equilibrato.","Pronuncie suavemente o som ""CHH"" enquanto sente os lábios arredondarem de forma equilibrada.",Articulation,Phonèmes,,,Articulation,Phonemes,,,Gelenkung,Laute,,,Articulación,Fonemas,,,Articolazione,Fonemi,,,Articulação,Fonemas,,
394,12,4,10,"Prononcez doucement le son ’’CHH"" en sentant les lèvres s’arrondir de façon équilibrée",Gently pronounce the sound ’CHH’ while feeling your lips round evenly.,"Sprechen Sie sanft den Laut ""CHH"" aus und spüren Sie, wie sich die Lippen gleichmäßig runden.","Pronuncie suavemente el sonido ""CHH"" sintiendo que los labios se redondean de manera equilibrada.","Pronunci dolcemente il suono ""CHH"" sentendo le labbra arrotondarsi in modo equilibrato.","Pronuncie suavemente o som ""CHH"" enquanto sente os lábios arredondarem de forma equilibrada.",AVC,Articulation,Phonèmes,,CVA,Articulation,Phonemes,,Schlaganfall,Gelenkung,Laute,,ACV (Accidente Cerebrovascular),Articulación,Fonemas,,ICTUS,Articolazione,Fonemi,,AVC (Acidente Vascular Cerebral),Articulação,Fonemas,
395,12,4,10,"Parlez doucement en portant attention aux sons ’i’ et ’é’ dans les phrases, de manière à sentir l’étirement des lèvres du côté paralysé SANS CRÉER DE tension ailleurs dans le visage.","Speak softly, paying attention to the ’i’ and ’é’ sounds in the sentences, ensuring you feel the stretch of the lips on the paralyzed side WITHOUT CREATING any tension elsewhere in the face","Sprechen Sie leise, achten Sie auf die Laute i und é in den Sätzen, sodass Sie das Dehnen der Lippen auf der gelähmten Seite spüren, OHNE ANDERE SPANNUNG im Gesicht zu erzeugen.","Hablen suavemente, prestando atención a los sonidos ’i’ y ’é’ en las frases, de manera que sientan el estiramiento de los labios del lado paralizado SIN CREAR tensión en ninguna otra parte de la cara.","Parlate dolcemente, prestando attenzione ai suoni ’i’ e ’é’ nelle frasi, in modo da sentire l’allungamento delle labbra sul lato paralizzato SENZA CREARE tensione altrove nel viso.","Fale devagar prestando atenção aos sons 'i' e 'é' nas frases, de modo a sentir o alongamento dos lábios do lado paralisado SEM CRIAR tensão em outras partes do rosto.",Articulation,Fonctionnel,,,Articulation,Functional,,,Gelenkung,Funktional,,,Articulación,Funcional,,,Articolazione,Funzionale,,,Articulação,Funcional,,
414,12,4,10,Prononcez «i» sans forcer. Superposez ce que vous sentez et ce que vous voyez.,Pronounce «i» without forcing. Superpose what you feel and see.,,,,"Pronuncie o ""i"" sem forçar. Sobreponha o que você sente com o que você vê.",Articulation,Phonèmes,,,Articulation,Phonemes,,,Gelenkung,Laute,,,Articulación,Fonemas,,,Articolazione,Fonemi,,,Articulação,Fonemas,,
414,12,4,10,Prononcez «i» sans forcer. Superposez ce que vous sentez et ce que vous voyez.,Pronounce «i» without forcing. Superpose what you feel and see.,"Sprechen Sie «i» aus, ohne zu erzwingen. Überlagern Sie, was Sie fühlen und was Sie sehen.",Pronuncie «i» sin forzar. Superponga lo que siente y lo que ve.,Pronunci «i» senza forzare. Sovrapponga ciò che sente e ciò che vede.,"Pronuncie o ""i"" sem forçar. Sobreponha o que você sente com o que você vê.",AVC,Articulation,Phonèmes,,CVA,Articulation,Phonemes,,Schlaganfall,Gelenkung,Laute,,ACV (Accidente Cerebrovascular),Articulación,Fonemas,,ICTUS,Articolazione,Fonemi,,AVC (Acidente Vascular Cerebral),Articulação,Fonemas,
415,12,4,10,Prononcez «u» sans forcer. Superposez ce que vous sentez et ce que vous voyez.,Pronounce «u» without forcing. Superpose what you feel and see.,"Sprechen Sie «u» aus, ohne zu erzwingen. Überlagern Sie, was Sie fühlen und was Sie sehen.",Pronuncie «u» sin forzar. Superponga lo que siente y lo que ve.,Pronunci «u» senza forzare. Sovrapponga ciò che sente e ciò che vede.,"Pronuncie ""u"" sem forçar. Sobreponha o que você sente e o que você vê.",Articulation,Phonèmes,,,Articulation,Phonemes,,,Gelenkung,Laute,,,Articulación,Fonemas,,,Articolazione,Fonemi,,,Articulação,Fonemas,,
415,12,4,10,Prononcez «u» sans forcer. Superposez ce que vous sentez et ce que vous voyez.,Pronounce «u» without forcing. Superpose what you feel and see.,"Sprechen Sie «u» aus, ohne zu erzwingen. Überlagern Sie, was Sie fühlen und was Sie sehen.",Pronuncie «u» sin forzar. Superponga lo que siente y lo que ve.,Pronunci «u» senza forzare. Sovrapponga ciò che sente e ciò che vede.,"Pronuncie ""u"" sem forçar. Sobreponha o que você sente e o que você vê.",AVC,Articulation,Phonèmes,,CVA,Articulation,Phonemes,,Schlaganfall,Gelenkung,Laute,,ACV (Accidente Cerebrovascular),Articulación,Fonemas,,ICTUS,Articolazione,Fonemi,,AVC (Acidente Vascular Cerebral),Articulação,Fonemas,
416,12,4,10,Prononcez «o» sans forcer. Superposez ce que vous sentez et ce que vous voyez.,Pronounce «o» without forcing. Superpose what you feel and see.,"Sprechen Sie «o» aus, ohne zu erzwingen. Überlagern Sie, was Sie fühlen und was Sie sehen.",Pronuncie «o» sin forzar. Superponga lo que siente y lo que ve.,Pronunci «o» senza forzare. Sovrapponga ciò che sente e ciò che vede.,"Pronuncie ""o"" sem forçar. Sobreponha o que você sente e o que você vê.",Articulation,Phonèmes,,,Articulation,Phonemes,,,Gelenkung,Laute,,,Articulación,Fonemas,,,Articolazione,Fonemi,,,Articulação,Fonemas,,
416,12,4,10,Prononcez «o» sans forcer. Superposez ce que vous sentez et ce que vous voyez.,Pronounce «o» without forcing. Superpose what you feel and see.,"Sprechen Sie «o» aus, ohne zu erzwingen. Überlagern Sie, was Sie fühlen und was Sie sehen.",Pronuncie «o» sin forzar. Superponga lo que siente y lo que ve.,Pronunci «o» senza forzare. Sovrapponga ciò che sente e ciò che vede.,"Pronuncie ""o"" sem forçar. Sobreponha o que você sente e o que você vê.",AVC,Articulation,Phonèmes,,CVA,Articulation,Phonemes,,Schlaganfall,Gelenkung,Laute,,ACV (Accidente Cerebrovascular),Articulación,Fonemas,,ICTUS,Articolazione,Fonemi,,AVC (Acidente Vascular Cerebral),Articulação,Fonemas,
417,12,4,10,Prononcez «a» sans forcer. Superposez ce que vous sentez et ce que vous voyez.,Pronounce «a» without forcing. Superpose what you feel and see.,"Sprechen Sie «a» aus, ohne zu erzwingen. Überlagern Sie, was Sie fühlen und was Sie sehen.",Pronuncie «a» sin forzar. Superponga lo que siente y lo que ve.,Pronunci «a» senza forzare. Sovrapponga ciò che sente e ciò che vede.,"Pronuncie ""a"" sem forçar. Sobreponha o que você sente e o que você vê.",Articulation,Phonèmes,,,Articulation,Phonemes,,,Gelenkung,Laute,,,Articulación,Fonemas,,,Articolazione,Fonemi,,,Articulação,Fonemas,,
417,12,4,10,Prononcez «a» sans forcer. Superposez ce que vous sentez et ce que vous voyez.,Pronounce «a» without forcing. Superpose what you feel and see.,"Sprechen Sie «a» aus, ohne zu erzwingen. Überlagern Sie, was Sie fühlen und was Sie sehen.",Pronuncie «a» sin forzar. Superponga lo que siente y lo que ve.,Pronunci «a» senza forzare. Sovrapponga ciò che sente e ciò che vede.,"Pronuncie ""a"" sem forçar. Sobreponha o que você sente e o que você vê.",AVC,Articulation,Phonèmes,,CVA,Articulation,Phonemes,,Schlaganfall,Gelenkung,Laute,,ACV (Accidente Cerebrovascular),Articulación,Fonemas,,ICTUS,Articolazione,Fonemi,,AVC (Acidente Vascular Cerebral),Articulação,Fonemas,
418,12,4,10,Prononcez «f» sans forcer. Superposez ce que vous sentez et ce que vous voyez.,Pronounce «f» without forcing. Superpose what you feel and see.,"Sprechen Sie «f» aus, ohne zu erzwingen. Überlagern Sie, was Sie fühlen und was Sie sehen.",Pronuncie «f» sin forzar. Superponga lo que siente y lo que ve.,Pronunci «f» senza forzare. Sovrapponga ciò che sente e ciò che vede.,"Pronuncie o ""f"" sem forçar. Combine o que você sente e o que você vê.",Articulation,Phonèmes,,,Articulation,Phonemes,,,Gelenkung,Laute,,,Articulación,Fonemas,,,Articolazione,Fonemi,,,Articulação,Fonemas,,
418,12,4,10,Prononcez «f» sans forcer. Superposez ce que vous sentez et ce que vous voyez.,Pronounce «f» without forcing. Superpose what you feel and see.,"Sprechen Sie «f» aus, ohne zu erzwingen. Überlagern Sie, was Sie fühlen und was Sie sehen.",Pronuncie «f» sin forzar. Superponga lo que siente y lo que ve.,Pronunci «f» senza forzare. Sovrapponga ciò che sente e ciò che vede.,"Pronuncie o ""f"" sem forçar. Combine o que você sente e o que você vê.",AVC,Articulation,Phonèmes,,CVA,Articulation,Phonemes,,Schlaganfall,Gelenkung,Laute,,ACV (Accidente Cerebrovascular),Articulación,Fonemas,,ICTUS,Articolazione,Fonemi,,AVC (Acidente Vascular Cerebral),Articulação,Fonemas,
430,12,4,10,"Souriez progressivement en faisant de l’espace entre vos joues et vos dents. Touchez le cou pour vous assurez qu’il ne se contracte pas. Puis, focalisez sur vos pommettes saillantes et sur le sentiment de bonheur.","Gradually smile while creating space between your cheeks and teeth. Touch your neck to ensure it doesn’t contract. Then, focus on your prominent cheekbones and the feeling of happiness","Lächeln Sie allmählich, indem Sie Platz zwischen Ihren Wangen und Ihren Zähnen schaffen. Berühren Sie Ihren Hals, um sicherzustellen, dass er sich nicht anspannt. Konzentrieren Sie sich dann auf Ihre markanten Wangenknochen und das Gefühl von Glück.","Sonría gradualmente creando espacio entre sus mejillas y sus dientes. Toque su cuello para asegurarse de que no se contraiga. Luego, concéntrese en sus pómulos prominentes y en la sensación de felicidad.","Sorrida gradualmente creando spazio tra le guance e i denti. Tocchi il collo per assicurarsi che non si contragga. Poi, si concentri sugli zigomi sporgenti e sul sentimento di felicità.","Sorria gradualmente, abrindo espaço entre suas bochechas e dentes. Toque no pescoço para garantir que não esteja tenso. Em seguida, concentre-se nas suas maçãs do rosto salientes e no sentimento de felicidade.",Contrôle des syncinésies,Par groupe synkinétique,Syncinésies du cou,,Control of synkinesis,By synkinetic group,Neck synkinesis,,Kontrolle von Synkinesien,Nach synkinetischen Gruppen,Nackensynkinesien,,Control de sinquinesias,Por grupo sincinético.,Sincinesias del cuello,,Controllo delle sincinesie,Per gruppo synkinetico.,Sinergie del collo,,Controlo das sinergias.,Por grupo sinérgico.,Sinquinesias do pescoço,
432,12,4,10,Faites la moue en sentant les coins des lèvres descendre. Complétez le mouvement avec le doigt. Serrez légèrement les dents et collez la langue au palais. Finissez en pensant à l’émotion de tristesse qui accompagne la moue.,Pout while feeling the corners of your lips move downward. Complete the movement with your finger. Lightly clench your teeth and press your tongue against your palate. Finish by thinking of the emotion of sadness that accompanies the pout.,"Machen Sie einen Schmollmund und spüren Sie, wie die Mundwinkel nach unten gehen. Vervollständigen Sie die Bewegung mit Ihrem Finger. Beißen Sie leicht die Zähne zusammen und drücken Sie die Zunge an den Gaumen. Beenden Sie, indem Sie an das Gefühl der Traurigkeit denken, das den Schmollmund begleitet.",Haga una mueca sintiendo que las comisuras de los labios bajan. Complete el movimiento con el dedo. Apriete ligeramente los dientes y pegue la lengua al paladar. Termine pensando en la emoción de tristeza que acompaña a la mueca.,Faccia il broncio sentendo gli angoli delle labbra scendere. Completi il movimento con il dito. Stringa leggermente i denti e attacchi la lingua al palato. Finisca pensando all’emozione di tristezza che accompagna il broncio.,Faça bico sentindo os cantos dos lábios descerem. Complete o movimento com o dedo. Aperte levemente os dentes e coloque a língua no céu da boca. Termine pensando na emoção de tristeza que acompanha o bico.,Péri-opératoire,Greffe 12e nerf,Tiers inférieur,Actif assisté,Perioperative.,12th nerve graft,Inferior Third,Active-assisted,Perioperativ,12. Nerventransplantation,Untere Ebene,Unterstützende Vermögenswerte,Perioperatorio,Implante del 12º nervio,Tercer piso inferior.,Activo asistido,Perioperatorio,Impianto del 12° nervo,Terzo inferiore,Attivo assistito,Perioperatório,Transplante do 12º nervo,Terço inferior,Ativo assistido
,12,4,10,Mastiquez doucement en sentant précisément les lèvres qui demeurent scellées,Chew slowly and feel precisely around the lips that keep being sealed,Kaut sanft und spürt die Muskelaktivität genau um den Mund herum.,Mastica suavemente sintiendo la actividad muscular precisamente alrededor de la boca.,Mastica delicatamente sentendo l’attività muscolare precisamente intorno alla bocca.,"Mastigue lentamente, sentindo precisamente os lábios que permanecem selados.",AVC,Déglutition,Fonctionnel,,CVA,Swallowing,Functional,,Schlaganfall,Schlucken,Funktional,,ACV (Accidente Cerebrovascular),Deglución,Funcional,,ICTUS,Deglutizione,Funzionale,,AVC (Acidente Vascular Cerebral),Deglutição,Funcional,
53,12,4,10,Faire un rond avec les lèvres et sentir que les lèvres avancent de manière symétrique.,Round your lips and feel them coming togehter in a symetrical way,"Macht einen Kreis mit den Lippen und spürt, dass die Lippen symmetrisch vorwärts gehen.",Haz un círculo con los labios y siente que los labios avanzan de manera simétrica.,Fai un cerchio con le labbra e senti che le labbra avanzano in modo simmetrico.,Fazer um círculo com os lábios e sentir que os lábios avançam simetricamente.,Expressions faciales,Groupe musculaire,Tiers médian,,Facial expressions,Muscle group,Median Third,,Gesichtsausdrücke,Muskelgruppe,Mitteltier,,Expresiones faciales,Grupo muscular,Tercer cuartil,,Espressioni facciali,Gruppo muscolare,Terza mediana,,Expressões faciais,Grupo muscular,Terceiro médio,
